time_ms,v,w,left_wheel,right_wheel
31,-0.8,-0.233663,-0.566337,-1.03366
82,-0.8,-0.235285,-0.564715,-1.03528
131,-0.8,-0.237232,-0.562768,-1.03723
182,-0.8,-0.239613,-0.560387,-1.03961
231,-0.8,-0.242588,-0.557412,-1.04259
281,-0.8,-0.246409,-0.553591,-1.04641
331,-0.8,-0.251491,-0.548509,-1.05149
381,-0.8,-0.258573,-0.541427,-1.05857
431,-0.8,-0.2691,-0.5309,-1.0691
481,-0.8,-0.201953,-0.598047,-1.00195
531,-0.8,-0.20205,-0.59795,-1.00205
581,-0.8,-0.202153,-0.597847,-1.00215
631,-0.8,-0.202261,-0.597739,-1.00226
681,-0.8,-0.202375,-0.597625,-1.00238
731,-0.8,-0.202496,-0.597504,-1.0025
781,-0.8,-0.202623,-0.597377,-1.00262
831,-0.8,-0.202757,-0.597243,-1.00276
881,-0.8,-0.2029,-0.5971,-1.0029
931,-0.8,-0.203051,-0.596949,-1.00305
981,-0.8,-0.203212,-0.596788,-1.00321
1031,-0.8,-0.203383,-0.596617,-1.00338
1081,-0.8,-0.34994,-0.45006,-1.14994
1131,-0.8,-0.350329,-0.449671,-1.15033
1181,-0.8,-0.350752,-0.449248,-1.15075
1231,-0.8,-0.351211,-0.448789,-1.15121
1281,-0.8,-0.351711,-0.448289,-1.15171
1331,-0.8,-0.352258,-0.447742,-1.15226
1382,-0.8,-0.352858,-0.447142,-1.15286
1431,-0.8,-0.353517,-0.446483,-1.15352
1481,-0.8,-0.354245,-0.445755,-1.15425
1531,-0.8,-0.355053,-0.444947,-1.15505
1581,-0.8,-0.355953,-0.444047,-1.15595
1631,-0.8,-0.356962,-0.443038,-1.15696
1681,-0.8,-0.358099,-0.441901,-1.1581
1731,-0.8,-0.359389,-0.440611,-1.15939
1781,-0.8,-0.360864,-0.439136,-1.16086
1831,-0.8,-0.362566,-0.437434,-1.16257
1881,-0.8,-0.364548,-0.435452,-1.16455
1931,-0.8,-0.366886,-0.433114,-1.16689
1981,-0.8,-0.369681,-0.430319,-1.16968
2031,-0.8,-0.373077,-0.426923,-1.17308
2081,-0.8,-0.377289,-0.422711,-1.17729
2131,-0.8,-0.017371,-0.782629,-0.817371
2181,-0.8,-0.0177379,-0.782262,-0.817738
2231,-0.8,-0.0182509,-0.781749,-0.818251
2281,-0.8,-0.0190171,-0.780983,-0.819017
2331,-0.8,-0.0202801,-0.77972,-0.82028
2381,-0.8,-0.0227246,-0.777275,-0.822725
2431,0.8,-0.289402,1.0894,0.510598
2481,0.8,-0.288472,1.08847,0.511528
2531,0.8,-0.287529,1.08753,0.512471
2581,0.8,-0.286568,1.08657,0.513432
2631,0.8,-0.285585,1.08558,0.514415
2681,0.8,-0.284588,1.08459,0.515412
2731,0.8,-0.283579,1.08358,0.516421
2781,0.8,-0.28255,1.08255,0.51745
2831,0.8,-0.281498,1.0815,0.518502
2881,0.8,-0.280433,1.08043,0.519567
2931,0.8,-0.279354,1.07935,0.520646
2981,0.8,-0.278251,1.07825,0.521749
3031,0.8,-0.277127,1.07713,0.522873
3081,0.8,-0.275989,1.07599,0.524011
3132,0.8,-0.2665,1.0665,0.5335
3181,0.8,-0.265339,1.06534,0.534661
3231,0.8,-0.264167,1.06417,0.535833
3281,0.8,-0.262983,1.06298,0.537017
3331,0.8,-0.261766,1.06177,0.538234
3381,0.8,-0.260536,1.06054,0.539464
3431,0.8,-0.259294,1.05929,0.540706
3481,0.8,-0.258021,1.05802,0.541979
3531,0.8,-0.25673,1.05673,0.54327
3581,0.8,-0.255428,1.05543,0.544572
3631,0.8,-0.254092,1.05409,0.545908
3681,0.8,-0.252739,1.05274,0.547261
3731,0.8,-0.251374,1.05137,0.548626
3781,0.8,-0.249971,1.04997,0.550029
3831,0.8,-0.248552,1.04855,0.551448
3881,0.8,-0.247119,1.04712,0.552881
3931,0.8,-0.245645,1.04565,0.554355
3981,0.8,-0.244159,1.04416,0.555841
4031,0.8,-0.242648,1.04265,0.557352
4081,0.8,-0.241104,1.0411,0.558896
4131,0.8,-0.239546,1.03955,0.560454
4181,0.8,-0.230126,1.03013,0.569874
4231,0.8,-0.228598,1.0286,0.571402
4281,0.8,-0.227022,1.02702,0.572978
4331,0.8,-0.225436,1.02544,0.574564
4381,0.8,-0.223819,1.02382,0.576181
4431,0.8,-0.222174,1.02217,0.577826
4481,0.8,-0.220512,1.02051,0.579488
4531,0.8,-0.218804,1.0188,0.581196
4581,0.8,-0.217086,1.01709,0.582914
4631,0.8,-0.215322,1.01532,0.584678
4681,0.8,-0.213539,1.01354,0.586461
4731,0.8,-0.211721,1.01172,0.588279
4781,0.8,-0.209871,1.00987,0.590129
4831,0.8,-0.207995,1.00799,0.592005
4881,0.8,-0.206075,1.00608,0.593925
4931,0.8,-0.204136,1.00414,0.595864
4981,0.8,-0.202144,1.00214,0.597856
5031,0.8,-0.200136,1.00014,0.599864
5081,0.8,-0.198069,0.998069,0.601931
5131,0.8,-0.195987,0.995987,0.604013
5181,0.8,-0.186548,0.986548,0.613452
5231,0.8,-0.184543,0.984543,0.615457
5281,0.8,-0.182486,0.982486,0.617514
5331,0.8,-0.180406,0.980406,0.619594
5381,0.8,-0.178276,0.978276,0.621724
5431,0.8,-0.176115,0.976115,0.623885
5481,0.8,-0.17391,0.97391,0.62609
5531,0.8,-0.171662,0.971662,0.628338
5581,0.8,-0.16938,0.96938,0.63062
5631,0.8,-0.167039,0.967039,0.632961
5681,0.8,-0.164676,0.964676,0.635324
5731,0.8,-0.162235,0.962235,0.637765
5781,0.8,-0.159767,0.959767,0.640233
5831,0.8,-0.157242,0.957242,0.642758
5881,0.8,-0.15466,0.95466,0.64534
5931,0.8,-0.152045,0.952045,0.647955
5981,0.8,-0.149346,0.949346,0.650654
6031,0.8,-0.146601,0.946601,0.653399
6081,0.8,-0.143813,0.943813,0.656187
6131,0.8,-0.14093,0.94093,0.65907
6181,0.8,-0.137997,0.937997,0.662003
6231,0.8,-0.128564,0.928564,0.671436
6281,0.8,-0.126,0.926,0.674
6331,0.8,-0.123374,0.923374,0.676626
6381,0.8,-0.120711,0.920711,0.679289
6431,0.8,-0.117982,0.917982,0.682018
6481,0.8,-0.115187,0.915187,0.684813
6531,0.8,-0.112346,0.912346,0.687654
6581,0.8,-0.109445,0.909445,0.690555
6631,0.8,-0.106457,0.906457,0.693543
6681,0.8,-0.103412,0.903412,0.696588
6731,0.8,-0.100308,0.900308,0.699692
6781,0.8,-0.0971251,0.897125,0.702875
6831,0.8,-0.0938471,0.893847,0.706153
6881,0.8,-0.092655,0.892655,0.707345
6931,0.8,-0.0926601,0.89266,0.70734
6981,0.8,-0.0926653,0.892665,0.707335
7031,0.8,-0.0926705,0.892671,0.707329
7081,0.8,-0.0926759,0.892676,0.707324
7131,0.8,-0.0926814,0.892681,0.707319
7181,0.8,-0.092687,0.892687,0.707313
7231,0.8,-0.0926926,0.892693,0.707307
7281,0.8,-0.0812347,0.881235,0.718765
7331,0.8,-0.0812398,0.88124,0.71876
7381,0.8,-0.081245,0.881245,0.718755
7431,0.8,-0.0812502,0.88125,0.71875
7481,0.8,-0.0812556,0.881256,0.718744
7531,0.8,-0.0812611,0.881261,0.718739
7581,0.8,-0.0812667,0.881267,0.718733
7631,0.8,-0.0812723,0.881272,0.718728
7681,0.8,-0.0812781,0.881278,0.718722
7731,0.8,-0.081284,0.881284,0.718716
7781,0.8,-0.0812901,0.88129,0.71871
7831,0.8,-0.0812962,0.881296,0.718704
7881,0.8,-0.0813025,0.881302,0.718698
7931,0.8,-0.0813089,0.881309,0.718691
7981,0.8,-0.0813154,0.881315,0.718685
8031,0.8,-0.0813221,0.881322,0.718678
8081,0.8,-0.0813289,0.881329,0.718671
8131,0.8,-0.0813358,0.881336,0.718664
8181,0.8,-0.0813429,0.881343,0.718657
8231,0.8,-0.0813501,0.88135,0.71865
8281,0.8,-0.0615788,0.861579,0.738421
8331,0.8,-0.0615841,0.861584,0.738416
8381,0.8,-0.0615896,0.86159,0.73841
8431,0.8,-0.0615952,0.861595,0.738405
8481,0.8,-0.0616009,0.861601,0.738399
8531,0.8,-0.0616067,0.861607,0.738393
8581,0.8,-0.0616127,0.861613,0.738387
8631,0.8,-0.0616187,0.861619,0.738381
8681,0.8,-0.0616249,0.861625,0.738375
8731,0.8,-0.0616313,0.861631,0.738369
8781,0.8,-0.0616378,0.861638,0.738362
8831,0.8,-0.0616444,0.861644,0.738356
8881,0.8,-0.0616512,0.861651,0.738349
8931,0.8,-0.0616581,0.861658,0.738342
8981,0.8,-0.0616652,0.861665,0.738335
9031,0.8,-0.0616724,0.861672,0.738328
9081,0.8,-0.0616798,0.86168,0.73832
9131,0.8,-0.0616874,0.861687,0.738313
9181,0.8,-0.0616952,0.861695,0.738305
9231,0.8,-0.0617031,0.861703,0.738297
9281,0.8,-0.0617113,0.861711,0.738289
9331,0.8,-0.0427714,0.842771,0.757229
9381,0.8,-0.0427769,0.842777,0.757223
9431,0.8,-0.0427825,0.842782,0.757218
9481,0.8,-0.0427882,0.842788,0.757212
9531,0.8,-0.0427941,0.842794,0.757206
9581,0.8,-0.0428001,0.8428,0.7572
9631,0.8,-0.0428062,0.842806,0.757194
9681,0.8,-0.0428125,0.842813,0.757187
9731,0.8,-0.042819,0.842819,0.757181
9781,0.8,-0.0428256,0.842826,0.757174
9831,0.8,-0.0428324,0.842832,0.757168
9881,0.8,-0.0428394,0.842839,0.757161
9931,0.8,-0.0428466,0.842847,0.757153
9981,0.8,-0.0428539,0.842854,0.757146
10031,0.8,-0.0428615,0.842861,0.757139
10081,0.8,-0.0428693,0.842869,0.757131
10131,0.8,-0.0428773,0.842877,0.757123
10181,0.8,-0.0428855,0.842885,0.757115
10231,0.8,-0.0428939,0.842894,0.757106
10281,0.8,-0.0429026,0.842903,0.757097
10331,0.8,-0.0256792,0.825679,0.774321
10381,0.8,-0.0256843,0.825684,0.774316
10431,0.8,-0.0256895,0.825689,0.774311
10481,0.8,-0.0256949,0.825695,0.774305
10531,0.8,-0.0257004,0.8257,0.7743
10581,0.8,-0.0257061,0.825706,0.774294
10631,0.8,-0.025712,0.825712,0.774288
10681,0.8,-0.0257181,0.825718,0.774282
10731,0.8,-0.0257243,0.825724,0.774276
10781,0.8,-0.0257308,0.825731,0.774269
10831,0.8,-0.0257374,0.825737,0.774263
10881,0.8,-0.0257443,0.825744,0.774256
10931,0.8,-0.0257515,0.825751,0.774249
10981,0.8,-0.0257589,0.825759,0.774241
11031,0.8,-0.0257665,0.825766,0.774234
11081,0.8,-0.0257744,0.825774,0.774226
11131,0.8,-0.0257826,0.825783,0.774217
11181,0.8,-0.0257911,0.825791,0.774209
11231,0.8,-0.0257999,0.8258,0.7742
11281,0.8,-0.0258091,0.825809,0.774191
11331,0.8,-0.0258186,0.825819,0.774181
11381,0.8,0.00645293,0.793547,0.806453
11431,0.8,0.0064551,0.793545,0.806455
11481,0.8,0.00645735,0.793543,0.806457
11531,0.8,0.00645969,0.79354,0.80646
11581,0.8,0.00646212,0.793538,0.806462
11631,0.8,0.00646465,0.793535,0.806465
11681,0.8,0.00646729,0.793533,0.806467
