time_ms,v,w,left_wheel,right_wheel
21,-0.6,0.0582427,-0.658243,-0.541757
71,-0.6,0.0577478,-0.657748,-0.542252
121,-0.6,0.0572512,-0.657251,-0.542749
171,-0.6,0.056753,-0.656753,-0.543247
221,-0.6,0.0562534,-0.656253,-0.543747
270,-0.6,0.0557525,-0.655753,-0.544247
321,-0.6,0.0552504,-0.65525,-0.54475
371,-0.6,0.0547473,-0.654747,-0.545253
421,-0.6,0.0542432,-0.654243,-0.545757
471,-0.6,0.0537382,-0.653738,-0.546262
521,-0.6,0.0532325,-0.653233,-0.546767
571,-0.6,0.0527262,-0.652726,-0.547274
621,-0.6,0.0522194,-0.652219,-0.547781
671,-0.6,0.0517122,-0.651712,-0.548288
721,-0.6,0.0512047,-0.651205,-0.548795
771,-0.6,0.0506971,-0.650697,-0.549303
821,-0.6,0.0501893,-0.650189,-0.549811
871,-0.6,0.0496816,-0.649682,-0.550318
921,-0.6,0.049174,-0.649174,-0.550826
971,-0.6,0.0486666,-0.648667,-0.551333
1021,-0.6,0.0481595,-0.648159,-0.551841
1071,-0.6,0.0448814,-0.644881,-0.555119
1121,-0.6,0.0444502,-0.64445,-0.55555
1171,-0.6,0.0440187,-0.644019,-0.555981
1221,-0.6,0.0435869,-0.643587,-0.556413
1271,-0.6,0.0431549,-0.643155,-0.556845
1321,-0.6,0.0427228,-0.642723,-0.557277
1371,-0.6,0.0422908,-0.642291,-0.557709
1421,-0.6,0.0418588,-0.641859,-0.558141
1471,-0.6,0.0414271,-0.641427,-0.558573
1520,-0.6,0.0409955,-0.640996,-0.559004
1571,-0.6,0.0405644,-0.640564,-0.559436
1621,-0.6,0.0401336,-0.640134,-0.559866
1671,-0.6,0.0397033,-0.639703,-0.560297
1721,-0.6,0.0392736,-0.639274,-0.560726
1771,-0.6,0.0388445,-0.638845,-0.561155
1821,-0.6,0.0384162,-0.638416,-0.561584
1871,-0.6,0.0379886,-0.637989,-0.562011
1921,-0.6,0.0375619,-0.637562,-0.562438
1971,-0.6,0.0371361,-0.637136,-0.562864
2021,-0.6,0.0367113,-0.636711,-0.563289
2070,-0.6,0.0362875,-0.636287,-0.563713
2121,-0.6,0.0281533,-0.628153,-0.571847
2171,-0.6,0.0279518,-0.627952,-0.572048
2221,-0.6,0.0277488,-0.627749,-0.572251
2271,-0.6,0.0275442,-0.627544,-0.572456
2321,-0.6,0.0273382,-0.627338,-0.572662
2371,-0.6,0.0271308,-0.627131,-0.572869
2421,-0.6,0.0269221,-0.626922,-0.573078
2471,-0.6,0.0267121,-0.626712,-0.573288
2521,-0.6,0.026501,-0.626501,-0.573499
2571,-0.6,0.0262888,-0.626289,-0.573711
2621,-0.6,0.0260755,-0.626076,-0.573924
2671,-0.6,0.0258613,-0.625861,-0.574139
2721,-0.6,0.0256461,-0.625646,-0.574354
2771,-0.6,0.02543,-0.62543,-0.57457
2820,-0.6,0.0252131,-0.625213,-0.574787
2871,-0.6,0.0249955,-0.624995,-0.575005
2921,-0.6,0.0247771,-0.624777,-0.575223
2970,-0.6,0.0245582,-0.624558,-0.575442
3020,-0.6,0.0243387,-0.624339,-0.575661
3071,-0.6,0.0241187,-0.624119,-0.575881
3121,-0.6,0.0236654,-0.623665,-0.576335
3171,-0.6,0.0234516,-0.623452,-0.576548
3221,-0.6,0.0232373,-0.623237,-0.576763
3270,-0.6,0.0230226,-0.623023,-0.576977
3320,-0.6,0.0228075,-0.622808,-0.577192
3371,-0.6,0.0225922,-0.622592,-0.577408
3421,-0.6,0.0223766,-0.622377,-0.577623
3470,-0.6,0.0221608,-0.622161,-0.577839
3521,-0.6,0.0219449,-0.621945,-0.578055
3571,-0.6,0.0217288,-0.621729,-0.578271
3621,-0.6,0.0215127,-0.621513,-0.578487
3671,-0.6,0.0212966,-0.621297,-0.578703
3721,-0.6,0.0210805,-0.62108,-0.57892
3771,-0.6,0.0208644,-0.620864,-0.579136
3821,-0.6,0.0206485,-0.620648,-0.579352
3871,-0.6,0.0204327,-0.620433,-0.579567
3921,-0.6,0.020217,-0.620217,-0.579783
3971,-0.6,0.0200016,-0.620002,-0.579998
4021,-0.6,0.0197865,-0.619786,-0.580214
4071,-0.6,0.0195717,-0.619572,-0.580428
4120,-0.6,0.0193571,-0.619357,-0.580643
4171,-0.6,0.0163094,-0.616309,-0.583691
4221,-0.6,0.0161898,-0.61619,-0.58381
4271,-0.6,0.0160693,-0.616069,-0.583931
4321,-0.6,0.015948,-0.615948,-0.584052
4370,-0.6,0.015826,-0.615826,-0.584174
4421,-0.6,0.0157031,-0.615703,-0.584297
4471,-0.6,0.0155796,-0.61558,-0.58442
4521,-0.6,0.0154554,-0.615455,-0.584545
4571,-0.6,0.0153306,-0.615331,-0.584669
4621,-0.6,0.0152051,-0.615205,-0.584795
4671,-0.6,0.0150791,-0.615079,-0.584921
4721,-0.6,0.0149526,-0.614953,-0.585047
4771,-0.6,0.0148256,-0.614826,-0.585174
4821,-0.6,0.0146981,-0.614698,-0.585302
4870,-0.6,0.0145703,-0.61457,-0.58543
4921,-0.6,0.0144421,-0.614442,-0.585558
4971,-0.6,0.0143135,-0.614314,-0.585686
5021,-0.6,0.0141846,-0.614185,-0.585815
5071,-0.6,0.0140555,-0.614055,-0.585945
5121,-0.6,0.013926,-0.613926,-0.586074
5171,-0.6,0.0132843,-0.613284,-0.586716
5221,-0.6,0.0131738,-0.613174,-0.586826
5271,-0.6,0.013063,-0.613063,-0.586937
5320,-0.6,0.0129516,-0.612952,-0.587048
5370,-0.6,0.0128399,-0.61284,-0.58716
5421,-0.6,0.0127278,-0.612728,-0.587272
5470,-0.6,0.0126154,-0.612615,-0.587385
5521,-0.6,0.0125027,-0.612503,-0.587497
5571,-0.6,0.0123898,-0.61239,-0.58761
5621,-0.6,0.0122766,-0.612277,-0.587723
5671,-0.6,0.0121632,-0.612163,-0.587837
5721,-0.6,0.0120497,-0.61205,-0.58795
5771,-0.6,0.0119359,-0.611936,-0.588064
5820,-0.6,0.011822,-0.611822,-0.588178
5870,-0.6,0.011708,-0.611708,-0.588292
5921,-0.6,0.0115939,-0.611594,-0.588406
5971,-0.6,0.0114798,-0.61148,-0.58852
6020,-0.6,0.0113656,-0.611366,-0.588634
6070,-0.6,0.0112514,-0.611251,-0.588749
6121,-0.6,0.0111373,-0.611137,-0.588863
6171,-0.6,0.0110231,-0.611023,-0.588977
6221,-0.6,0.0123758,-0.612376,-0.587624
6271,-0.6,0.0121901,-0.61219,-0.58781
6321,-0.6,0.0120055,-0.612006,-0.587994
6371,-0.6,0.0118222,-0.611822,-0.588178
6421,-0.6,0.0116402,-0.61164,-0.58836
6471,-0.6,0.0114595,-0.611459,-0.588541
6521,-0.6,0.01128,-0.61128,-0.58872
6571,-0.6,0.0111019,-0.611102,-0.588898
6621,-0.6,0.0109251,-0.610925,-0.589075
6671,-0.6,0.0107495,-0.61075,-0.58925
6721,-0.6,0.0105753,-0.610575,-0.589425
6771,-0.6,0.0104024,-0.610402,-0.589598
6821,-0.6,0.0102308,-0.610231,-0.589769
6871,-0.6,0.0100606,-0.610061,-0.589939
6921,-0.6,0.00989177,-0.609892,-0.590108
6971,-0.6,0.00972427,-0.609724,-0.590276
7021,-0.6,0.00955814,-0.609558,-0.590442
7071,-0.6,0.00939339,-0.609393,-0.590607
7121,-0.6,0.00923001,-0.60923,-0.59077
7171,-0.6,0.00906803,-0.609068,-0.590932
7221,-0.6,0.00890747,-0.608907,-0.591093
7271,-0.6,0.00867614,-0.608676,-0.591324
7321,-0.6,0.00852529,-0.608525,-0.591475
7371,-0.6,0.00837571,-0.608376,-0.591624
7421,-0.6,0.00822742,-0.608227,-0.591773
7471,-0.6,0.00808043,-0.60808,-0.59192
7521,-0.6,0.00793473,-0.607935,-0.592065
7571,-0.6,0.00779033,-0.60779,-0.59221
7621,-0.6,0.00764722,-0.607647,-0.592353
7671,-0.6,0.00750542,-0.607505,-0.592495
7721,-0.6,0.00736492,-0.607365,-0.592635
7771,-0.6,0.00722572,-0.607226,-0.592774
7821,-0.6,0.00708784,-0.607088,-0.592912
7871,-0.6,0.00695127,-0.606951,-0.593049
7921,-0.6,0.00686958,-0.60687,-0.59313
7971,-0.6,0.00681197,-0.606812,-0.593188
8020,-0.6,0.00675414,-0.606754,-0.593246
8071,-0.6,0.00669611,-0.606696,-0.593304
8121,-0.6,0.00663788,-0.606638,-0.593362
8171,-0.6,0.0067645,-0.606765,-0.593235
