time_ms,v,w,left_wheel,right_wheel
21,0.8,0.00329309,0.796707,0.803293
71,0.8,0.00385369,0.796146,0.803854
122,0.8,0.00441879,0.795581,0.804419
171,0.8,0.00503556,0.794964,0.805036
221,0.8,0.00567185,0.794328,0.805672
272,0.8,0.00633645,0.793664,0.806336
321,0.8,0.00703737,0.792963,0.807037
371,0.8,0.00774568,0.792254,0.807746
421,0.8,0.00849953,0.7915,0.8085
471,0.8,0.00925835,0.790742,0.809258
521,0.8,0.0100378,0.789962,0.810038
571,0.8,0.0108332,0.789167,0.810833
621,0.8,0.0116283,0.788372,0.811628
671,0.8,0.0124445,0.787555,0.812445
721,0.8,0.0132542,0.786746,0.813254
771,0.8,0.0140665,0.785933,0.814067
822,0.8,0.0148763,0.785124,0.814876
871,0.8,0.0156768,0.784323,0.815677
921,0.8,0.0164751,0.783525,0.816475
971,0.8,0.0172605,0.78274,0.81726
1021,0.8,0.0180361,0.781964,0.818036
1072,0.8,0.0180494,0.781951,0.818049
1121,0.8,0.0188012,0.781199,0.818801
1171,0.8,0.0195437,0.780456,0.819544
1221,0.8,0.020274,0.779726,0.820274
1271,0.8,0.0209949,0.779005,0.820995
1321,0.8,0.0217018,0.778298,0.821702
1371,0.8,0.0223962,0.777604,0.822396
1421,0.8,0.023077,0.776923,0.823077
1471,0.8,0.0237439,0.776256,0.823744
1521,0.8,0.0243973,0.775603,0.824397
1571,0.8,0.0250365,0.774963,0.825037
1621,0.8,0.0256619,0.774338,0.825662
1671,0.8,0.0262734,0.773727,0.826273
1721,0.8,0.026871,0.773129,0.826871
1771,0.8,0.0274549,0.772545,0.827455
1821,0.8,0.0280252,0.771975,0.828025
1871,0.8,0.028582,0.771418,0.828582
1922,0.8,0.0291256,0.770874,0.829126
1971,0.8,0.0296559,0.770344,0.829656
2022,0.8,0.0301733,0.769827,0.830173
2071,0.8,0.0306778,0.769322,0.830678
2122,0.8,0.0494066,0.750593,0.849407
2171,0.8,0.049459,0.750541,0.849459
2222,0.8,0.0495042,0.750496,0.849504
2271,0.8,0.0495423,0.750458,0.849542
2321,0.8,0.0495733,0.750427,0.849573
2371,0.8,0.0495976,0.750402,0.849598
2421,0.8,0.0496151,0.750385,0.849615
2471,0.8,0.0496259,0.750374,0.849626
2521,0.8,0.0496302,0.75037,0.84963
2571,0.8,0.0496281,0.750372,0.849628
2621,0.8,0.0496197,0.75038,0.84962
2671,0.8,0.0496051,0.750395,0.849605
2721,0.8,0.0495844,0.750416,0.849584
2771,0.8,0.0495577,0.750442,0.849558
2821,0.8,0.0495251,0.750475,0.849525
2871,0.8,0.0494867,0.750513,0.849487
2921,0.8,0.0494426,0.750557,0.849443
2971,0.8,0.049393,0.750607,0.849393
3022,0.8,0.0493378,0.750662,0.849338
3071,0.8,0.0492773,0.750723,0.849277
3121,0.8,0.0501703,0.74983,0.85017
3171,0.8,0.0500764,0.749924,0.850076
3221,0.8,0.0499777,0.750022,0.849978
3271,0.8,0.0498742,0.750126,0.849874
3321,0.8,0.0497661,0.750234,0.849766
3371,0.8,0.0496534,0.750347,0.849653
3421,0.8,0.0495361,0.750464,0.849536
3471,0.8,0.0494145,0.750585,0.849415
3521,0.8,0.0492886,0.750711,0.849289
3571,0.8,0.0491585,0.750842,0.849158
3621,0.8,0.0490242,0.750976,0.849024
3671,0.8,0.0488858,0.751114,0.848886
3722,0.8,0.0487434,0.751257,0.848743
3772,0.8,0.0485972,0.751403,0.848597
3821,0.8,0.0484471,0.751553,0.848447
3871,0.8,0.0482933,0.751707,0.848293
3921,0.8,0.0481359,0.751864,0.848136
3971,0.8,0.0479748,0.752025,0.847975
4021,0.8,0.0478103,0.75219,0.84781
4071,0.8,0.0476423,0.752358,0.847642
4121,0.8,0.047471,0.752529,0.847471
4171,0.8,0.0437383,0.756262,0.843738
4221,0.8,0.0436502,0.75635,0.84365
4271,0.8,0.0435579,0.756442,0.843558
4321,0.8,0.0434616,0.756538,0.843462
4371,0.8,0.0433613,0.756639,0.843361
4421,0.8,0.0432571,0.756743,0.843257
4471,0.8,0.0431491,0.756851,0.843149
4521,0.8,0.0430373,0.756963,0.843037
4571,0.8,0.0429218,0.757078,0.842922
4621,0.8,0.0428027,0.757197,0.842803
4671,0.8,0.0426801,0.75732,0.84268
4721,0.8,0.042554,0.757446,0.842554
4772,0.8,0.0424246,0.757575,0.842425
4821,0.8,0.0422918,0.757708,0.842292
4871,0.8,0.0421411,0.757859,0.842141
4921,0.8,0.0419839,0.758016,0.841984
4971,0.8,0.0417877,0.758212,0.841788
5021,0.8,0.0415823,0.758418,0.841582
5071,0.8,0.0413457,0.758654,0.841346
5121,0.8,0.0410936,0.758906,0.841094
5172,0.8,0.049059,0.750941,0.849059
5222,0.8,0.0486906,0.751309,0.848691
5271,0.8,0.0483218,0.751678,0.848322
5322,0.8,0.0479526,0.752047,0.847953
5371,0.8,0.0475832,0.752417,0.847583
5421,0.8,0.0472136,0.752786,0.847214
5471,0.8,0.0468438,0.753156,0.846844
5522,0.8,0.0464739,0.753526,0.846474
5572,0.8,0.0461039,0.753896,0.846104
5621,0.8,0.0457338,0.754266,0.845734
5671,0.8,0.0453638,0.754636,0.845364
5721,0.8,0.0449939,0.755006,0.844994
5771,0.8,0.044624,0.755376,0.844624
5821,0.8,0.0442543,0.755746,0.844254
5871,0.8,0.0438848,0.756115,0.843885
5921,0.8,0.0435155,0.756484,0.843516
5971,0.8,0.0431465,0.756853,0.843147
6021,0.8,0.0427779,0.757222,0.842778
6071,0.8,0.0424095,0.75759,0.84241
6121,0.8,0.0420416,0.757958,0.842042
6171,0.8,0.0416742,0.758326,0.841674
6221,0.8,0.0387983,0.761202,0.838798
6271,0.8,0.0385095,0.76149,0.83851
6321,0.8,0.0382204,0.76178,0.83822
6371,0.8,0.037931,0.762069,0.837931
6421,0.8,0.0376413,0.762359,0.837641
6471,0.8,0.0373514,0.762649,0.837351
6521,0.8,0.0370613,0.762939,0.837061
6572,0.8,0.0367711,0.763229,0.836771
6621,0.8,0.0364808,0.763519,0.836481
6671,0.8,0.0361904,0.76381,0.83619
6721,0.8,0.0359,0.7641,0.8359
6771,0.8,0.0356096,0.76439,0.83561
6821,0.8,0.0353193,0.764681,0.835319
6871,0.8,0.035029,0.764971,0.835029
6921,0.8,0.0347389,0.765261,0.834739
6972,0.8,0.0344489,0.765551,0.834449
7021,0.8,0.0341591,0.765841,0.834159
7071,0.8,0.0338696,0.76613,0.83387
7121,0.8,0.0335803,0.76642,0.83358
7171,0.8,0.0332912,0.766709,0.833291
7221,0.8,0.0315904,0.76841,0.83159
7272,0.8,0.0313549,0.768645,0.831355
7321,0.8,0.0311191,0.768881,0.831119
7371,0.8,0.030883,0.769117,0.830883
7421,0.8,0.0306467,0.769353,0.830647
7471,0.8,0.0304102,0.76959,0.83041
7521,0.8,0.0301736,0.769826,0.830174
7571,0.8,0.0299369,0.770063,0.829937
7621,0.8,0.0297002,0.7703,0.8297
7672,0.8,0.0294634,0.770537,0.829463
7721,0.8,0.0292266,0.770773,0.829227
7771,0.8,0.0289898,0.77101,0.82899
7821,0.8,0.028753,0.771247,0.828753
7871,0.8,0.0285163,0.771484,0.828516
7921,0.8,0.0282797,0.77172,0.82828
7971,0.8,0.0280433,0.771957,0.828043
8021,0.8,0.027807,0.772193,0.827807
8071,0.8,0.0275709,0.772429,0.827571
8121,0.8,0.027335,0.772665,0.827335
8171,0.8,0.0270994,0.772901,0.827099
8221,0.8,0.026864,0.773136,0.826864
8271,0.8,0.0261117,0.773888,0.826112
8322,0.8,0.0259051,0.774095,0.825905
8372,0.8,0.0256984,0.774302,0.825698
8421,0.8,0.0254917,0.774508,0.825492
8471,0.8,0.0252851,0.774715,0.825285
8522,0.8,0.0250785,0.774922,0.825078
8571,0.8,0.0248719,0.775128,0.824872
8621,0.8,0.0246655,0.775335,0.824665
8671,0.8,0.0244592,0.775541,0.824459
8721,0.8,0.024253,0.775747,0.824253
8771,0.8,0.0240469,0.775953,0.824047
8821,0.8,0.0238411,0.776159,0.823841
8871,0.8,0.0236355,0.776365,0.823635
8921,0.8,0.0234301,0.77657,0.82343
8971,0.8,0.023225,0.776775,0.823225
9021,0.8,0.0230201,0.77698,0.82302
9071,0.8,0.0228156,0.777184,0.822816
9121,0.8,0.0226113,0.777389,0.822611
9171,0.8,0.0224074,0.777593,0.822407
9221,0.8,0.0222039,0.777796,0.822204
9271,0.8,0.0220008,0.777999,0.822001
9321,0.8,0.0216791,0.778321,0.821679
9371,0.8,0.0215005,0.7785,0.8215
9421,0.8,0.0213219,0.778678,0.821322
9471,0.8,0.0211435,0.778857,0.821143
9521,0.8,0.0209651,0.779035,0.820965
9571,0.8,0.0207876,0.779212,0.820788
9621,0.8,0.0206104,0.77939,0.82061
9671,0.8,0.0204798,0.77952,0.82048
9721,0.8,0.0203645,0.779635,0.820365
9771,0.8,0.0203052,0.779695,0.820305
9821,0.8,0.0202762,0.779724,0.820276
9871,0.8,0.0202857,0.779714,0.820286
9921,0.8,0.0203409,0.779659,0.820341
9971,0.8,0.0204171,0.779583,0.820417
10021,0.8,0.0205549,0.779445,0.820555
10071,0.8,0.020705,0.779295,0.820705
10121,0.8,0.0209142,0.779086,0.820914
10171,0.8,0.0211447,0.778855,0.821145
10221,0.8,0.0214154,0.778585,0.821415
10271,0.8,0.021725,0.778275,0.821725
10321,0.8,0.0220538,0.777946,0.822054
10371,0.8,0.0224434,0.777557,0.822443
10421,0.8,0.0228432,0.777157,0.822843
10471,0.8,0.0232963,0.776704,0.823296
10521,0.8,0.0237731,0.776227,0.823773
10571,0.8,0.0242818,0.775718,0.824282
10621,0.8,0.0248352,0.775165,0.824835
10671,0.8,0.0253986,0.774601,0.825399
10721,0.8,0.0260274,0.773973,0.826027
10771,0.8,0.0266671,0.773333,0.826667
10821,0.8,0.0273473,0.772653,0.827347
10871,0.8,0.0280632,0.771937,0.828063
10921,0.8,0.028793,0.771207,0.828793
10971,0.8,0.0295852,0.770415,0.829585
11021,0.8,0.0303878,0.769612,0.830388
11071,0.8,0.0312312,0.768769,0.831231
11121,0.8,0.0315249,0.768475,0.831525
11171,0.8,0.0315269,0.768473,0.831527
11221,0.8,0.031529,0.768471,0.831529
11271,0.8,0.0315311,0.768469,0.831531
11321,0.8,0.0315332,0.768467,0.831533
11371,0.8,0.0315354,0.768465,0.831535
11421,0.8,0.0315376,0.768462,0.831538
11471,0.8,0.0315399,0.76846,0.83154
11521,0.8,0.0315422,0.768458,0.831542
11571,0.8,0.0315445,0.768456,0.831544
11621,0.8,0.0315469,0.768453,0.831547
11671,0.8,0.0315493,0.768451,0.831549
11721,0.8,0.0315517,0.768448,0.831552
11771,0.8,0.0315542,0.768446,0.831554
11821,0.8,0.0315568,0.768443,0.831557
11871,0.8,0.0315594,0.768441,0.831559
11921,0.8,0.031562,0.768438,0.831562
11971,0.8,0.0315647,0.768435,0.831565
12021,0.8,0.0315675,0.768433,0.831567
12071,0.8,0.0315703,0.76843,0.83157
12121,0.8,0.0315731,0.768427,0.831573
12171,0.8,0.031576,0.768424,0.831576
12221,0.8,0.031579,0.768421,0.831579
12271,0.8,0.031582,0.768418,0.831582
12321,0.8,0.0315851,0.768415,0.831585
12371,0.8,0.0315883,0.768412,0.831588
12421,0.8,0.0315915,0.768409,0.831591
12471,0.8,0.0315948,0.768405,0.831595
12521,0.8,0.0315981,0.768402,0.831598
12571,0.8,0.0316016,0.768398,0.831602
12621,0.8,0.0316051,0.768395,0.831605
12671,0.8,0.0316086,0.768391,0.831609
12721,0.8,0.0316123,0.768388,0.831612
12771,0.8,0.031616,0.768384,0.831616
12821,0.8,0.0316199,0.76838,0.83162
12871,0.8,0.0316238,0.768376,0.831624
12921,0.8,0.0316278,0.768372,0.831628
12971,0.8,0.0316319,0.768368,0.831632
13021,0.8,0.031636,0.768364,0.831636
13071,0.8,0.0316403,0.76836,0.83164
13121,0.8,0.0316447,0.768355,0.831645
13171,0.8,0.0316492,0.768351,0.831649
13221,0.8,0.0316538,0.768346,0.831654
13271,0.8,0.0316586,0.768341,0.831659
13321,0.8,0.0316634,0.768337,0.831663
13371,0.8,0.0316684,0.768332,0.831668
13421,0.8,0.0316735,0.768327,0.831673
13471,0.8,0.0316787,0.768321,0.831679
13521,0.8,0.0316841,0.768316,0.831684
13571,0.8,0.0316896,0.76831,0.83169
13621,0.8,0.0316953,0.768305,0.831695
13671,0.8,0.0317011,0.768299,0.831701
