time_ms,v,w,left_wheel,right_wheel
421,-0.8,-0.0140496,-0.78595,-0.81405
471,-0.8,-0.0139446,-0.786055,-0.813945
522,-0.8,-0.0138395,-0.78616,-0.81384
571,-0.8,-0.0137352,-0.786265,-0.813735
621,-0.8,-0.0136324,-0.786368,-0.813632
671,-0.8,-0.0135296,-0.78647,-0.81353
721,-0.8,-0.0134296,-0.78657,-0.81343
771,-0.8,-0.0133309,-0.786669,-0.813331
821,-0.8,-0.0132323,-0.786768,-0.813232
871,-0.8,-0.0131403,-0.78686,-0.81314
921,-0.8,-0.0130481,-0.786952,-0.813048
971,-0.8,-0.0129608,-0.787039,-0.812961
1021,-0.8,-0.012879,-0.787121,-0.812879
1071,-0.8,-0.0127969,-0.787203,-0.812797
1122,-0.8,-0.0127304,-0.78727,-0.81273
1171,-0.8,-0.0126638,-0.787336,-0.812664
1221,-0.8,-0.0126102,-0.78739,-0.81261
1271,-0.8,-0.0125662,-0.787434,-0.812566
1321,-0.8,-0.01253,-0.78747,-0.81253
1371,-0.8,-0.012517,-0.787483,-0.812517
1421,-0.8,-0.012506,-0.787494,-0.812506
1471,-0.8,-0.0125331,-0.787467,-0.812533
1521,-0.8,-0.0125582,-0.787442,-0.812558
1571,-0.8,-0.0123166,-0.787683,-0.812317
1621,-0.8,-0.0123725,-0.787627,-0.812373
1671,-0.8,-0.0124487,-0.787551,-0.812449
1721,-0.8,-0.0125573,-0.787443,-0.812557
1771,-0.8,-0.0126883,-0.787312,-0.812688
1821,-0.8,-0.0128601,-0.78714,-0.81286
1871,-0.8,-0.0130503,-0.78695,-0.81305
1921,-0.8,-0.013293,-0.786707,-0.813293
1971,-0.8,-0.0135442,-0.786456,-0.813544
2021,-0.8,-0.0138624,-0.786138,-0.813862
2071,-0.8,-0.0141898,-0.78581,-0.81419
2122,-0.8,-0.0145704,-0.78543,-0.81457
2171,-0.8,-0.0149759,-0.785024,-0.814976
2221,-0.8,-0.0154157,-0.784584,-0.815416
2271,-0.8,-0.0158987,-0.784101,-0.815899
2321,-0.8,-0.0163949,-0.783605,-0.816395
2371,-0.8,-0.0169533,-0.783047,-0.816953
2421,-0.8,-0.0175214,-0.782479,-0.817521
2471,-0.8,-0.0181331,-0.781867,-0.818133
2521,-0.8,-0.0187713,-0.781229,-0.818771
2571,-0.8,-0.0194287,-0.780571,-0.819429
2622,-0.8,-0.0201305,-0.779869,-0.820131
2671,-0.8,-0.0411006,-0.758899,-0.841101
2721,-0.8,-0.0416106,-0.758389,-0.841611
2771,-0.8,-0.0421073,-0.757893,-0.842107
2821,-0.8,-0.0425921,-0.757408,-0.842592
2871,-0.8,-0.0430632,-0.756937,-0.843063
2921,-0.8,-0.0435213,-0.756479,-0.843521
2971,-0.8,-0.0439662,-0.756034,-0.843966
3021,-0.8,-0.0443978,-0.755602,-0.844398
3071,-0.8,-0.0448164,-0.755184,-0.844816
3121,-0.8,-0.0452219,-0.754778,-0.845222
3171,-0.8,-0.0456145,-0.754385,-0.845615
3221,-0.8,-0.0459944,-0.754006,-0.845994
3271,-0.8,-0.0463618,-0.753638,-0.846362
3322,-0.8,-0.0467167,-0.753283,-0.846717
3371,-0.8,-0.0470593,-0.752941,-0.847059
3422,-0.8,-0.0473898,-0.75261,-0.84739
