time_ms,v,w,left_wheel,right_wheel
21,0.8,-0.0261743,0.826174,0.773826
71,0.8,-0.0261767,0.826177,0.773823
120,0.8,-0.0261792,0.826179,0.773821
170,0.8,-0.0261817,0.826182,0.773818
220,0.8,-0.0261842,0.826184,0.773816
270,0.8,-0.0261868,0.826187,0.773813
321,0.8,-0.0261894,0.826189,0.773811
370,0.8,-0.0261921,0.826192,0.773808
420,0.8,-0.0261949,0.826195,0.773805
471,0.8,-0.0261977,0.826198,0.773802
521,0.8,-0.0262006,0.826201,0.773799
570,0.8,-0.0262035,0.826204,0.773796
620,0.8,-0.0262065,0.826207,0.773793
670,0.8,-0.0262096,0.82621,0.77379
721,0.8,-0.0262128,0.826213,0.773787
770,0.8,-0.026216,0.826216,0.773784
821,0.8,-0.0262192,0.826219,0.773781
870,0.8,-0.0262226,0.826223,0.773777
920,0.8,-0.026226,0.826226,0.773774
970,0.8,-0.0262296,0.82623,0.77377
1020,0.8,-0.0262332,0.826233,0.773767
1071,0.8,-0.0262369,0.826237,0.773763
1120,0.8,-0.0262406,0.826241,0.773759
1170,0.8,-0.0262445,0.826245,0.773755
1220,0.8,-0.0262485,0.826248,0.773752
1270,0.8,-0.0262526,0.826253,0.773747
1320,0.8,-0.0262567,0.826257,0.773743
1371,0.8,-0.026261,0.826261,0.773739
1421,0.8,-0.0262654,0.826265,0.773735
1470,0.8,-0.0262699,0.82627,0.77373
1520,0.8,-0.0262746,0.826275,0.773725
1571,0.8,-0.0262793,0.826279,0.773721
1620,0.8,-0.0262842,0.826284,0.773716
1670,0.8,-0.0262893,0.826289,0.773711
1720,0.8,-0.0262945,0.826294,0.773706
1770,0.8,-0.0262998,0.8263,0.7737
1820,0.8,-0.0263053,0.826305,0.773695
1870,0.8,-0.0263109,0.826311,0.773689
1921,0.8,-0.0263167,0.826317,0.773683
1971,0.8,-0.0263228,0.826323,0.773677
2021,0.8,-0.0263289,0.826329,0.773671
2070,0.8,-0.0263353,0.826335,0.773665
2121,0.8,-0.0263419,0.826342,0.773658
2171,0.8,-0.0263487,0.826349,0.773651
2220,0.8,-0.0263558,0.826356,0.773644
2270,0.8,-0.0263631,0.826363,0.773637
2320,0.8,-0.0263706,0.826371,0.773629
2370,0.8,-0.0263784,0.826378,0.773622
2420,0.8,-0.0263864,0.826386,0.773614
2471,0.8,-0.0263948,0.826395,0.773605
2520,0.8,-0.0264035,0.826403,0.773597
2570,0.8,-0.0264125,0.826412,0.773588
2621,0.8,-0.0264218,0.826422,0.773578
2671,0.8,-0.0264315,0.826432,0.773568
2720,0.8,-0.0264416,0.826442,0.773558
2770,0.8,-0.0264522,0.826452,0.773548
2820,0.8,-0.0264631,0.826463,0.773537
2870,0.8,-0.0264745,0.826475,0.773525
2920,0.8,-0.0264864,0.826486,0.773514
2970,0.8,-0.0264989,0.826499,0.773501
3020,0.8,-0.0265119,0.826512,0.773488
3070,0.8,-0.0265255,0.826526,0.773474
3120,0.8,-0.0265398,0.82654,0.77346
3170,0.8,-0.0265547,0.826555,0.773445
3220,0.8,-0.0265704,0.82657,0.77343
3270,0.8,-0.0265869,0.826587,0.773413
3320,0.8,-0.0266043,0.826604,0.773396
3370,0.8,-0.0266226,0.826623,0.773377
3420,0.8,-0.0266419,0.826642,0.773358
3470,0.8,-0.0266623,0.826662,0.773338
3520,0.8,-0.026684,0.826684,0.773316
3570,0.8,-0.0267069,0.826707,0.773293
3620,0.8,-0.0267312,0.826731,0.773269
3670,0.8,-0.0267572,0.826757,0.773243
3720,0.8,-0.0267848,0.826785,0.773215
3770,0.8,-0.0268143,0.826814,0.773186
3820,0.8,-0.026846,0.826846,0.773154
3870,0.8,-0.02688,0.82688,0.77312
3920,0.8,-0.0269165,0.826917,0.773083
3970,0.8,-0.026956,0.826956,0.773044
4020,0.8,-0.0269988,0.826999,0.773001
4070,0.8,-0.0270452,0.827045,0.772955
4120,0.8,-0.0270959,0.827096,0.772904
4171,0.8,0.025627,0.774373,0.825627
4220,0.8,0.0256671,0.774333,0.825667
4270,0.8,0.0257107,0.774289,0.825711
4320,0.8,0.0257582,0.774242,0.825758
4370,0.8,0.0258102,0.77419,0.82581
4420,0.8,0.0258673,0.774133,0.825867
4470,0.8,0.0259303,0.77407,0.82593
4520,0.8,0.0260002,0.774,0.826
4570,0.8,0.0260781,0.773922,0.826078
4620,0.8,0.0261656,0.773834,0.826166
4670,0.8,0.0262646,0.773735,0.826265
4720,0.8,0.0263774,0.773623,0.826377
4770,0.8,0.0265071,0.773493,0.826507
4820,0.8,0.0266578,0.773342,0.826658
4820,0,0,0,0
