index,x,y,yaw
0,23.325000,10.275000,0.130900
1,23.242589,10.264846,0.114293
2,23.160020,10.256062,0.097685
3,23.077317,10.248650,0.081078
4,22.994502,10.242612,0.064471
5,22.911598,10.237951,0.047864
6,22.828628,10.234667,0.031257
7,22.745615,10.232761,0.014650
8,22.662582,10.232234,-0.001957
9,22.579552,10.233086,-0.018565
10,22.496547,10.235317,-0.035172
11,22.413591,10.238926,-0.051779
12,22.330706,10.243911,-0.068386
13,22.247915,10.250273,-0.084993
14,22.165211,10.257680,-0.090112
15,22.082512,10.265153,-0.090112
16,21.999813,10.272625,-0.090112
17,21.917115,10.280097,-0.090112
18,21.834416,10.287570,-0.090112
19,21.751717,10.295042,-0.090112
20,21.669018,10.302515,-0.090112
21,21.586320,10.309987,-0.090112
22,21.503621,10.317459,-0.090112
23,21.420922,10.324932,-0.090112
24,21.338223,10.332404,-0.090112
25,21.255524,10.339877,-0.090112
26,21.172826,10.347349,-0.090112
27,21.090127,10.354822,-0.090112
28,21.007428,10.362294,-0.090112
29,20.924729,10.369766,-0.090112
30,20.842031,10.377239,-0.090112
31,20.759332,10.384711,-0.090112
32,20.676633,10.392184,-0.090112
33,20.593934,10.399656,-0.090112
34,20.511235,10.407128,-0.090112
35,20.428537,10.414601,-0.090112
36,20.345838,10.422073,-0.090112
37,20.263139,10.429546,-0.090112
38,20.180440,10.437018,-0.090112
39,20.097742,10.444490,-0.090112
40,20.015043,10.451963,-0.090112
41,19.932344,10.459435,-0.090112
42,19.849645,10.466908,-0.090112
43,19.766946,10.474380,-0.090112
44,19.684248,10.481852,-0.090112
45,19.601549,10.489325,-0.090112
46,19.518850,10.496797,-0.090112
47,19.436153,10.504287,-0.092743
48,19.353542,10.512663,-0.109350
49,19.271081,10.522410,-0.125957
50,19.188794,10.533524,-0.142564
51,19.106702,10.546004,-0.159171
52,19.024829,10.559846,-0.175778
53,18.943197,10.575045,-0.192385
54,18.861829,10.591597,-0.208993
55,18.780747,10.609499,-0.225600
56,18.699973,10.628744,-0.242207
57,18.619531,10.649328,-0.258814
58,18.539441,10.671245,-0.275421
59,18.459726,10.694490,-0.292028
60,18.380408,10.719054,-0.308635
61,18.313006,10.740544,-0.308635
62,18.245604,10.762033,-0.308635
63,18.178201,10.783522,-0.308635
64,18.110799,10.805012,-0.308635
65,18.043397,10.826501,-0.308635
66,17.975995,10.847990,-0.308635
67,17.908593,10.869480,-0.308635
68,17.841191,10.890969,-0.308636
69,17.773789,10.912459,-0.308636
70,17.706387,10.933948,-0.308636
71,17.638985,10.955437,-0.308635
72,17.571583,10.976927,-0.308635
73,17.504181,10.998416,-0.308635
74,17.436779,11.019905,-0.308635
75,17.369376,11.041395,-0.308635
76,17.301974,11.062884,-0.308635
77,17.234572,11.084374,-0.308635
78,17.167170,11.105863,-0.308636
79,17.099768,11.127352,-0.308636
80,17.032366,11.148842,-0.308635
81,16.964964,11.170331,-0.308635
82,16.897562,11.191820,-0.308635
83,16.830160,11.213310,-0.308635
84,16.762758,11.234799,-0.308635
85,16.695356,11.256288,-0.308635
86,16.627953,11.277778,-0.308635
87,16.560551,11.299267,-0.308635
88,16.493149,11.320757,-0.308638
89,16.425747,11.342246,-0.308638
90,16.358345,11.363736,-0.308638
91,16.290943,11.385225,-0.308638
92,16.223541,11.406715,-0.308638
93,16.156139,11.428204,-0.308638
94,16.088737,11.449694,-0.308638
95,16.021335,11.471184,-0.308638
96,15.953933,11.492673,-0.308638
97,15.886531,11.514163,-0.308638
98,15.819129,11.535652,-0.308638
99,15.751727,11.557142,-0.308638
100,15.684325,11.578631,-0.308638
101,15.616923,11.600121,-0.308638
102,15.549521,11.621610,-0.308638
103,15.482119,11.643100,-0.308638
104,15.414717,11.664589,-0.308638
105,15.347315,11.686079,-0.308638
106,15.279913,11.707568,-0.308638
107,15.212511,11.729058,-0.308638
108,15.145109,11.750548,-0.308638
109,15.077707,11.772037,-0.308638
110,15.010305,11.793527,-0.308638
111,14.942903,11.815016,-0.308638
112,14.875501,11.836506,-0.308638
113,14.808099,11.857995,-0.308638
114,14.740697,11.879485,-0.308638
115,14.673295,11.900974,-0.308638
116,14.605893,11.922464,-0.308638
117,14.538491,11.943953,-0.308638
118,14.471089,11.965443,-0.308638
119,14.403687,11.986933,-0.308638
120,14.336285,12.008422,-0.308638
121,14.268883,12.029912,-0.308638
122,14.201481,12.051401,-0.308638
123,14.134079,12.072891,-0.308638
124,14.066677,12.094380,-0.308638
125,13.999275,12.115870,-0.308638
126,13.931873,12.137359,-0.308638
127,13.864471,12.158849,-0.308638
128,13.797069,12.180338,-0.308638
129,13.729667,12.201828,-0.308638
130,13.662265,12.223318,-0.308638
131,13.594863,12.244807,-0.308638
132,13.527460,12.266297,-0.308638
133,13.460058,12.287786,-0.308638
134,13.392656,12.309276,-0.308638
135,13.325254,12.330765,-0.308638
136,13.257852,12.352255,-0.308638
137,13.190450,12.373744,-0.308638
138,13.123048,12.395234,-0.308638
139,13.055646,12.416723,-0.308638
140,12.988244,12.438213,-0.308638
141,12.920842,12.459702,-0.308638
142,12.853440,12.481192,-0.308638
143,12.786038,12.502682,-0.308638
144,12.718636,12.524171,-0.308638
145,12.651234,12.545661,-0.308638
146,12.583832,12.567150,-0.308638
147,12.516430,12.588640,-0.308638
148,12.449028,12.610129,-0.308638
149,12.381626,12.631619,-0.308638
150,12.314224,12.653108,-0.308638
151,12.246822,12.674598,-0.308638
152,12.179420,12.696087,-0.308638
153,12.112018,12.717577,-0.308638
154,12.044616,12.739067,-0.308638
155,11.977214,12.760556,-0.308638
156,11.909812,12.782046,-0.308638
157,11.842410,12.803535,-0.308638
158,11.775000,12.825000,-0.305432
