index,x,y,yaw
0,27.925000,11.825000,-0.349066
1,27.993671,11.798857,-0.392699
2,28.061542,11.770707,-0.392699
3,28.128586,11.740639,-0.436332
4,28.195920,11.711218,-0.392699
5,28.264084,11.683790,-0.349066
6,28.333030,11.658376,-0.349066
7,28.402689,11.634999,-0.305432
8,28.473008,11.613680,-0.261799
9,28.543921,11.594437,-0.261799
10,28.615369,11.577285,-0.218166
11,28.687290,11.562242,-0.174533
12,28.759623,11.549317,-0.174533
13,28.832303,11.538525,-0.130899
14,28.905271,11.529872,-0.087266
15,28.978461,11.523368,-0.087266
16,28.945371,11.524900,-0.043633
17,28.871927,11.527093,0.000000
18,28.798447,11.527126,0.000000
19,28.725000,11.525000,0.043633
