index,x,y,yaw
0,22.575000,8.425000,0.479966
1,22.637607,8.458732,0.523599
2,22.699230,8.494230,0.523599
3,22.759954,8.531246,0.567232
4,22.820551,8.568473,0.567232
5,22.881148,8.605699,0.567232
6,22.941745,8.642926,0.567232
7,23.002341,8.680152,0.567232
8,23.062938,8.717379,0.567232
9,23.123536,8.754605,0.567232
10,23.184131,8.791832,0.567232
11,23.244728,8.829058,0.567232
12,23.305326,8.866285,0.567232
13,23.365923,8.903511,0.567232
14,23.426519,8.940738,0.567232
15,23.487116,8.977965,0.567232
16,23.547713,9.015191,0.567232
17,23.608310,9.052418,0.567232
18,23.668906,9.089644,0.567232
19,23.729503,9.126871,0.567232
20,23.790100,9.164097,0.567232
21,23.850696,9.201324,0.567232
22,23.911293,9.238550,0.567232
23,23.971891,9.275777,0.567232
24,24.032488,9.313003,0.567232
25,24.093084,9.350230,0.567232
26,24.153681,9.387456,0.567232
27,24.214278,9.424683,0.567232
28,24.274874,9.461909,0.567232
29,24.335471,9.499136,0.567232
30,24.396068,9.536363,0.567232
31,24.456665,9.573589,0.567232
32,24.517261,9.610816,0.567232
33,24.577858,9.648042,0.567232
34,24.638456,9.685269,0.567232
35,24.699053,9.722495,0.567232
36,24.759649,9.759722,0.567232
37,24.820246,9.796948,0.567232
38,24.880843,9.834174,0.567232
39,24.941439,9.871401,0.567232
40,25.002036,9.908627,0.567232
41,25.062633,9.945854,0.567232
42,25.123230,9.983080,0.567232
43,25.183826,10.020307,0.567232
44,25.244423,10.057533,0.567232
45,25.305021,10.094760,0.567232
46,25.365618,10.131986,0.567232
47,25.426213,10.169213,0.567232
48,25.486811,10.206439,0.567232
49,25.547408,10.243666,0.567232
50,25.608004,10.280892,0.567232
51,25.668601,10.318119,0.567232
52,25.729197,10.355345,0.567232
53,25.789795,10.392572,0.567232
54,25.850391,10.429798,0.567232
55,25.910990,10.467025,0.567232
56,25.971585,10.504251,0.567232
57,26.032181,10.541478,0.567232
58,26.092780,10.578704,0.567232
59,26.153376,10.615931,0.567232
60,26.213971,10.653158,0.567232
61,26.274570,10.690383,0.567232
62,26.335715,10.726696,0.523599
63,26.397870,10.761255,0.479966
64,26.460981,10.794032,0.479966
65,26.525000,10.825000,0.436332
