index,x,y,yaw
0,30.275000,11.575000,1.919862
1,30.249674,11.641613,1.963495
2,30.222461,11.707477,1.963495
3,30.193378,11.772539,2.007129
4,30.162455,11.836745,2.050762
5,30.129715,11.900044,2.050762
6,30.095182,11.962384,2.094395
7,30.058887,12.023714,2.138028
8,30.020859,12.083985,2.138028
9,29.981128,12.143147,2.181662
10,29.939728,12.201153,2.225295
11,29.896692,12.257955,2.225295
12,29.852054,12.313508,2.268928
13,29.805851,12.367766,2.268928
14,29.758118,12.420684,2.312561
15,29.708896,12.472222,2.356195
16,29.658228,12.522334,2.356195
17,29.606150,12.570982,2.399828
18,29.553266,12.618753,2.399828
19,29.501584,12.667825,2.356195
20,29.451325,12.718348,2.356195
21,29.402527,12.770284,2.312561
22,29.355228,12.823590,2.268928
23,29.309467,12.878223,2.268928
24,29.265284,12.934137,2.225295
25,29.222709,12.991289,2.181662
26,29.181784,13.049629,2.181662
27,29.142536,13.109114,2.138028
28,29.104999,13.169693,2.094395
29,29.069208,13.231317,2.094395
30,29.035184,13.293936,2.050762
31,29.002961,13.357500,2.007129
32,28.972562,13.421956,2.007129
33,28.944013,13.487251,1.963495
34,28.917334,13.553336,1.919862
35,28.892551,13.620152,1.919862
36,28.869684,13.687650,1.876229
37,28.848749,13.755770,1.876229
38,28.829764,13.824460,1.832596
39,28.812748,13.893663,1.788963
40,28.797706,13.963323,1.788963
41,28.784659,14.033383,1.745329
42,28.773612,14.103787,1.701696
43,28.764579,14.174477,1.701696
44,28.757563,14.245397,1.658063
45,28.752570,14.316486,1.614430
46,28.749607,14.387689,1.614430
47,28.748676,14.458948,1.570796
48,28.749775,14.530205,1.527163
49,28.752903,14.601401,1.527163
50,28.758060,14.672479,1.483530
51,28.765244,14.743381,1.439897
52,28.774442,14.814051,1.439897
53,28.785651,14.884429,1.396263
54,28.798862,14.954459,1.352630
55,28.814066,15.024083,1.352630
56,28.831244,15.093245,1.308997
57,28.850391,15.161891,1.265364
58,28.871485,15.229962,1.265364
59,28.894510,15.297406,1.221731
60,28.919449,15.364165,1.178097
61,28.946280,15.430187,1.178097
62,28.974982,15.495416,1.134464
63,29.005530,15.559801,1.134464
64,29.037903,15.623290,1.090831
65,29.072071,15.685829,1.047198
66,29.108008,15.747370,1.047198
67,29.145685,15.807860,1.003564
68,29.185071,15.867252,0.959931
69,29.226133,15.925498,0.959931
70,29.268839,15.982550,0.916298
71,29.313157,16.038361,0.872665
72,29.346741,16.078632,0.872665
73,29.299320,16.025437,0.829031
74,29.250397,15.973615,0.785398
75,29.200022,15.923207,0.785398
76,29.148227,15.874257,0.741765
77,29.095060,15.826804,0.698132
78,29.040561,15.780884,0.698132
79,28.984775,15.736537,0.654499
80,28.927747,15.693798,0.610865
81,28.869526,15.652701,0.610865
82,28.810157,15.613281,0.567232
83,28.749686,15.575569,0.523599
84,28.688169,15.539597,0.523599
85,28.625647,15.505391,0.479966
86,28.562180,15.472983,0.436332
87,28.497812,15.442395,0.436332
88,28.432599,15.413657,0.392699
89,28.366593,15.386788,0.392699
90,28.299848,15.361811,0.349066
91,28.232419,15.338745,0.305433
92,28.164359,15.317613,0.305433
93,28.095725,15.298429,0.261799
94,28.026572,15.281208,0.218166
95,27.956955,15.265965,0.218166
96,27.886933,15.252713,0.174533
97,27.816562,15.241463,0.130900
98,27.745899,15.232222,0.130900
99,27.675000,15.225000,0.087266
