index,x,y,yaw
0,21.425000,9.025000,-0.959931
1,21.385044,9.083828,-1.003564
2,21.346776,9.143768,-1.003564
3,21.310228,9.204773,-1.047197
4,21.275431,9.266792,-1.090831
5,21.242412,9.329777,-1.090831
6,21.210623,9.393394,-1.090831
7,21.178873,9.457030,-1.090831
8,21.147123,9.520665,-1.090831
9,21.115372,9.584301,-1.090831
10,21.083622,9.647937,-1.090831
11,21.051871,9.711572,-1.090831
12,21.020121,9.775208,-1.090831
13,20.988370,9.838844,-1.090831
14,20.956620,9.902480,-1.090831
15,20.924869,9.966116,-1.090831
16,20.893119,10.029752,-1.090831
17,20.861368,10.093388,-1.090831
18,20.829618,10.157024,-1.090831
19,20.797867,10.220659,-1.090831
20,20.766117,10.284295,-1.090831
21,20.734366,10.347931,-1.090831
22,20.702616,10.411567,-1.090831
23,20.670865,10.475202,-1.090831
24,20.639115,10.538838,-1.090831
25,20.607363,10.602474,-1.090831
26,20.575612,10.666110,-1.090831
27,20.543862,10.729746,-1.090831
28,20.512111,10.793382,-1.090831
29,20.480361,10.857018,-1.090831
30,20.448610,10.920654,-1.090831
31,20.416860,10.984289,-1.090831
32,20.385109,11.047925,-1.090831
33,20.353359,11.111561,-1.090831
34,20.321608,11.175196,-1.090831
35,20.289858,11.238832,-1.090831
36,20.258107,11.302468,-1.090831
37,20.226357,11.366104,-1.090831
38,20.194606,11.429740,-1.090831
39,20.162856,11.493376,-1.090831
40,20.131105,11.557012,-1.090831
41,20.099355,11.620648,-1.090831
42,20.067604,11.684283,-1.090831
43,20.035854,11.747919,-1.090831
44,20.004103,11.811555,-1.090831
45,19.972353,11.875191,-1.090831
46,19.940602,11.938826,-1.090831
47,19.908852,12.002462,-1.090831
48,19.877101,12.066098,-1.090831
49,19.845351,12.129733,-1.090831
50,19.813600,12.193369,-1.090831
51,19.781850,12.257005,-1.090831
52,19.750099,12.320642,-1.090831
53,19.718349,12.384277,-1.090831
54,19.686598,12.447913,-1.090831
55,19.654848,12.511549,-1.090831
56,19.623096,12.575185,-1.090831
57,19.591346,12.638821,-1.090831
58,19.559595,12.702456,-1.090831
59,19.527845,12.766092,-1.090831
60,19.496094,12.829727,-1.090831
61,19.464344,12.893364,-1.090831
62,19.432593,12.956999,-1.090831
63,19.400843,13.020635,-1.090831
64,19.369092,13.084271,-1.090831
65,19.337342,13.147907,-1.090831
66,19.305591,13.211543,-1.090831
67,19.273841,13.275179,-1.090831
68,19.242090,13.338814,-1.090831
69,19.210340,13.402451,-1.090831
70,19.178589,13.466086,-1.090831
71,19.146839,13.529721,-1.090831
72,19.115088,13.593358,-1.090831
73,19.083338,13.656993,-1.090831
74,19.051587,13.720629,-1.090831
75,19.019837,13.784265,-1.090831
76,18.988086,13.847901,-1.090831
77,18.956336,13.911536,-1.090831
78,18.924585,13.975173,-1.090831
79,18.892835,14.038808,-1.090831
80,18.861084,14.102445,-1.090831
81,18.829334,14.166080,-1.090831
82,18.797583,14.229715,-1.090831
83,18.765833,14.293352,-1.090831
84,18.734082,14.356987,-1.090831
85,18.702330,14.420624,-1.090831
86,18.670580,14.484259,-1.090831
87,18.638829,14.547895,-1.090831
88,18.607079,14.611531,-1.090831
89,18.575000,14.675000,-1.090831
