index,x,y,yaw
0,25.075000,10.225000,0.392699
1,25.142466,10.251927,0.392699
2,25.210108,10.278411,0.392699
3,25.277750,10.304896,0.392699
4,25.345392,10.331381,0.392699
5,25.413034,10.357865,0.392699
6,25.480677,10.384349,0.392699
7,25.548319,10.410834,0.392699
8,25.615961,10.437319,0.392699
9,25.683603,10.463803,0.392699
10,25.751246,10.490288,0.392699
11,25.818888,10.516773,0.392699
12,25.886530,10.543257,0.392699
13,25.954172,10.569741,0.392699
14,26.021814,10.596226,0.392699
15,26.089457,10.622711,0.392699
16,26.157099,10.649195,0.392699
17,26.225000,10.675000,0.349066
