index,x,y,yaw
0,27.675000,10.575000,0.261799
1,27.743448,10.594388,0.305433
2,27.811313,10.615716,0.305433
3,27.878547,10.638966,0.349066
4,27.945090,10.664120,0.392699
5,28.010892,10.691157,0.392699
6,28.075898,10.720055,0.436332
7,28.140055,10.750791,0.479966
8,28.203312,10.783340,0.479966
9,28.265616,10.817676,0.523599
10,28.326920,10.853771,0.567232
11,28.387171,10.891594,0.567232
12,28.446320,10.931117,0.610865
13,28.494947,10.965465,0.610865
14,28.438141,10.922641,0.654499
15,28.382578,10.878218,0.698132
16,28.328299,10.832232,0.698132
17,28.275351,10.784721,0.741765
18,28.223777,10.735722,0.785398
19,28.173615,10.685275,0.785398
20,28.124912,10.633422,0.829031
21,28.077704,10.580204,0.872665
22,28.032029,10.525665,0.872665
23,27.987922,10.469847,0.916298
24,27.945423,10.412798,0.959931
25,27.904566,10.354562,0.959931
26,27.865378,10.295188,1.003564
27,27.827900,10.234722,1.047198
28,27.792154,10.173214,1.047198
29,27.758176,10.110715,1.090831
30,27.725986,10.047273,1.134464
31,27.695618,9.982942,1.134464
32,27.667090,9.917773,1.178097
33,27.640430,9.851818,1.221731
34,27.615656,9.785132,1.221731
35,27.592789,9.717767,1.265364
36,27.571848,9.649780,1.265364
37,27.552851,9.581224,1.308997
38,27.535813,9.512155,1.352630
39,27.520746,9.442629,1.352630
40,27.507663,9.372703,1.396263
41,27.496576,9.302433,1.439897
42,27.487491,9.231876,1.439897
43,27.480417,9.161089,1.483530
44,27.475364,9.090129,1.527163
45,27.472327,9.019055,1.527163
46,27.471317,8.947922,1.570796
47,27.472330,8.876790,1.614430
48,27.475367,8.805715,1.614430
49,27.480423,8.734756,1.658063
50,27.487500,8.663969,1.701696
51,27.496585,8.593412,1.701696
52,27.507676,8.523142,1.745329
53,27.520758,8.453216,1.788963
54,27.535828,8.383691,1.788963
55,27.552311,8.314485,1.788963
56,27.567249,8.244932,1.788963
57,27.580201,8.174981,1.745329
58,27.591156,8.104691,1.701696
59,27.600107,8.034116,1.701696
60,27.607050,7.963316,1.658063
61,27.611972,7.892347,1.614430
62,27.614875,7.821267,1.614430
63,27.615754,7.750133,1.570796
64,27.614606,7.679002,1.527163
65,27.611435,7.607934,1.527163
66,27.606247,7.536984,1.483530
67,27.599039,7.466210,1.439897
68,27.589823,7.395670,1.439897
69,27.578601,7.325422,1.396263
70,27.565384,7.255520,1.352630
71,27.550187,7.186023,1.352630
72,27.533017,7.116987,1.308997
73,27.513889,7.048467,1.265364
74,27.492820,6.980519,1.265364
75,27.469828,6.913198,1.221731
76,27.444925,6.846559,1.178097
77,27.418140,6.780655,1.178097
78,27.389490,6.715540,1.134464
79,27.358997,6.651267,1.134464
80,27.326691,6.587886,1.090831
81,27.292591,6.525451,1.047198
82,27.256730,6.464011,1.047198
83,27.219135,6.403618,1.003564
84,27.179837,6.344317,0.959931
85,27.138868,6.286159,0.959931
86,27.096262,6.229190,0.916298
87,27.052051,6.173457,0.872665
88,27.006272,6.119004,0.872665
89,26.958963,6.065875,0.829031
90,26.910160,6.014114,0.785398
91,26.859903,5.963763,0.785398
92,26.808237,5.914862,0.741765
93,26.755201,5.867451,0.698132
94,26.700834,5.821568,0.698132
95,26.645185,5.777251,0.654499
96,26.588297,5.734535,0.610865
97,26.644660,5.774363,0.610865
98,26.703885,5.813775,0.567232
99,26.764206,5.851484,0.523599
100,26.825577,5.887463,0.523599
101,26.887949,5.921680,0.479966
102,26.951267,5.954109,0.479966
103,27.015482,5.984724,0.436332
104,27.080542,6.013498,0.392699
105,27.146393,6.040411,0.392699
106,27.212986,6.065438,0.349066
107,27.280262,6.088561,0.305433
108,27.348169,6.109760,0.305433
109,27.416654,6.129018,0.261799
110,27.485657,6.146320,0.218166
111,27.555124,6.161651,0.218166
112,27.625000,6.175000,0.174533
